season,competition,event,instance_of_event_in_competition,gender,round,race,Place,Start Pos.,Warn.,Relay Team,#,Name,ISU ID,ISU Member,Results,Qual.,Points,laps_of_split_data,lap_1_position,lap_1_laptime,lap_1_elapsedtime,lap_2_position,lap_2_laptime,lap_2_elapsedtime,lap_3_position,lap_3_laptime,lap_3_elapsedtime,lap_4_position,lap_4_laptime,lap_4_elapsedtime,lap_5_position,lap_5_laptime,lap_5_elapsedtime,lap_6_position,lap_6_laptime,lap_6_elapsedtime,lap_7_position,lap_7_laptime,lap_7_elapsedtime,lap_8_position,lap_8_laptime,lap_8_elapsedtime,lap_9_position,lap_9_laptime,lap_9_elapsedtime,lap_10_position,lap_10_laptime,lap_10_elapsedtime,lap_11_position,lap_11_laptime,lap_11_elapsedtime,lap_12_position,lap_12_laptime,lap_12_elapsedtime,lap_13_position,lap_13_laptime,lap_13_elapsedtime,lap_14_position,lap_14_laptime,lap_14_elapsedtime,lap_15_position,lap_15_laptime,lap_15_elapsedtime,lap_16_position,lap_16_laptime,lap_16_elapsedtime,lap_17_position,lap_17_laptime,lap_17_elapsedtime,lap_18_position,lap_18_laptime,lap_18_elapsedtime,lap_19_position,lap_19_laptime,lap_19_elapsedtime,lap_20_position,lap_20_laptime,lap_20_elapsedtime,lap_21_position,lap_21_laptime,lap_21_elapsedtime,lap_22_position,lap_22_laptime,lap_22_elapsedtime,lap_23_position,lap_23_laptime,lap_23_elapsedtime,lap_24_position,lap_24_laptime,lap_24_elapsedtime,lap_25_position,lap_25_laptime,lap_25_elapsedtime,lap_26_position,lap_26_laptime,lap_26_elapsedtime,lap_27_position,lap_27_laptime,lap_27_elapsedtime,lap_28_position,lap_28_laptime,lap_28_elapsedtime,lap_29_position,lap_29_laptime,lap_29_elapsedtime,lap_30_position,lap_30_laptime,lap_30_elapsedtime,lap_31_position,lap_31_laptime,lap_31_elapsedtime,lap_32_position,lap_32_laptime,lap_32_elapsedtime,lap_33_position,lap_33_laptime,lap_33_elapsedtime,lap_34_position,lap_34_laptime,lap_34_elapsedtime,lap_35_position,lap_35_laptime,lap_35_elapsedtime,lap_36_position,lap_36_laptime,lap_36_elapsedtime,lap_37_position,lap_37_laptime,lap_37_elapsedtime,lap_38_position,lap_38_laptime,lap_38_elapsedtime,lap_39_position,lap_39_laptime,lap_39_elapsedtime,lap_40_position,lap_40_laptime,lap_40_elapsedtime,lap_41_position,lap_41_laptime,lap_41_elapsedtime,lap_42_position,lap_42_laptime,lap_42_elapsedtime,lap_43_position,lap_43_laptime,lap_43_elapsedtime,lap_44_position,lap_44_laptime,lap_44_elapsedtime,lap_45_position,lap_45_laptime,lap_45_elapsedtime
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),1500m,-1,w,Heats,5,1,1,,,7.0,SCHULTINGSuzanne,8493,NED,"
						2:52.314 
					",Q,,14.0,3.0,12.14,12.14,3.0,16.81,28.95,3.0,14.95,43.90,3.0,14.9,58.80,3.0,14.98,1:13.78,3.0,13.45,1:27.23,3.0,12.46,1:39.69,3.0,11.37,1:51.06,3.0,10.6,2:01.66,3.0,10.72,2:12.38,3.0,10.66,2:23.04,3.0,10.23,2:33.27,1.0,9.38,2:42.65,1.0,9.68,2:52.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,ISU European Short Track Championships 2018 - Dresden (GER),500m,-1,w,Heats,6,1,4,,,7.0,SCHULTINGSuzanne,8493,NED,"
						44.039 
					",Q,,5.0,1.0,7.37,7.37,1.0,9.4,16.77,1.0,8.99,25.76,1.0,9.03,34.79,1.0,9.26,44.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,-1,m,Preliminaries,8,1,3,,,2.0,KNEGTSjinkie,7352,NED,"
						2:23.383 
					",Q,,14.0,2.0,9.61,9.61,2.0,12.86,22.47,2.0,11.79,34.26,2.0,11.72,45.98,2.0,11.65,57.63,2.0,11.33,1:08.96,4.0,10.35,1:19.31,4.0,10.1,1:29.41,3.0,9.38,1:38.79,2.0,9.28,1:48.07,1.0,8.92,1:56.99,1.0,8.74,2:05.73,1.0,8.7,2:14.43,1.0,8.95,2:23.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1500m,-1,m,Heats,6,1,1,,,2.0,KNEGTSjinkie,7352,NED,"
						2:21.114 
					",Q,,14.0,1.0,9.92,9.92,1.0,13.28,23.20,3.0,11.87,35.07,3.0,10.85,45.92,4.0,10.43,56.35,4.0,10.13,1:06.48,4.0,9.84,1:16.32,4.0,9.8,1:26.12,2.0,9.33,1:35.45,1.0,9.17,1:44.62,1.0,9.39,1:54.01,1.0,9.06,2:03.07,1.0,8.95,2:12.02,1.0,9.09,2:21.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1000m,-1,w,Quarterfinals,1,2,4,,,9.0,AriannaFONTANA,6227,ITA,"
						1:30.014 
					",Q,,9.0,1.0,12.99,12.99,1.0,10.01,23.00,2.0,9.99,32.99,2.0,9.67,42.66,1.0,9.47,52.13,1.0,9.6,1:01.73,2.0,9.56,1:11.29,2.0,9.34,1:20.63,2.0,9.38,1:30.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1000m,-1,w,Quarterfinals,4,1,2,,,7.0,SCHULTINGSuzanne,8493,NED,"
						1:28.665 
					",Q,,9.0,1.0,13.13,13.13,1.0,9.45,22.58,1.0,9.5,32.08,1.0,9.42,41.50,1.0,9.28,50.78,1.0,9.24,1:00.02,1.0,9.3,1:09.32,1.0,9.54,1:18.86,1.0,9.8,1:28.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1000m,-1,w,Preliminaries,1,1,3,,,7.0,SCHULTINGSuzanne,8493,NED,"
						1:34.143 
					",Q,,9.0,3.0,13.62,13.62,3.0,10.57,24.19,3.0,10.68,34.87,3.0,10.07,44.94,3.0,10.16,55.10,3.0,9.93,1:05.03,2.0,9.82,1:14.85,1.0,9.73,1:24.58,1.0,9.56,1:34.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1000m,-1,w,Preliminaries,6,1,3,,,9.0,AriannaFONTANA,6227,ITA,"
						1:31.884 
					",Q,,9.0,2.0,13.26,13.26,2.0,10.16,23.42,2.0,10.08,33.50,2.0,9.79,43.29,2.0,9.74,53.03,1.0,9.76,1:02.79,1.0,9.72,1:12.51,1.0,9.7,1:22.21,1.0,9.67,1:31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1000m,-1,w,Heats,1,1,2,,,9.0,AriannaFONTANA,6227,ITA,"
						1:32.693 
					",Q,,9.0,2.0,13.59,13.59,2.0,9.86,23.45,2.0,10.16,33.61,1.0,10.03,43.64,1.0,10.17,53.81,1.0,9.69,1:03.50,1.0,9.64,1:13.14,1.0,9.79,1:22.93,1.0,9.76,1:32.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,Audi ISU World Cup 2017/18 - Shanghai (CHN),1000m,-1,w,Heats,2,1,2,,,7.0,SCHULTINGSuzanne,8493,NED,"
						1:30.259 
					",Q,,9.0,1.0,13.06,13.06,1.0,10.11,23.17,1.0,9.38,32.55,1.0,9.52,42.07,1.0,9.58,51.65,1.0,9.62,1:01.27,1.0,9.54,1:10.81,1.0,9.66,1:20.47,1.0,9.78,1:30.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),500m,-1,w,Heats,7,3,4,,,7.0,SCHULTINGSuzanne,8493,NED,"
						45.346 
					",,,5.0,1.0,7.62,7.62,1.0,9.64,17.26,1.0,9.19,26.45,2.0,9.29,35.74,,,PHOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,-1,w,Heats,1,3,4,,,7.0,SCHULTINGSuzanne,8493,NED,"
						2:46.774 
					",Q,,14.0,5.0,12.13,12.13,5.0,16.46,28.59,5.0,15.22,43.81,5.0,13.77,57.58,5.0,13.88,1:11.46,5.0,12.73,1:24.19,5.0,11.4,1:35.59,5.0,11.29,1:46.88,5.0,10.46,1:57.34,4.0,9.77,2:07.11,4.0,9.51,2:16.62,3.0,9.74,2:26.36,3.0,10.14,2:36.50,,,PHOTO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,-1,w,Heats,7,1,3,,,7.0,SCHULTINGSuzanne,8493,NED,"
						1:35.980 
					",Q,,9.0,4.0,15.61,15.61,4.0,11.31,26.92,3.0,10.46,37.38,3.0,10.66,48.04,3.0,9.93,57.97,2.0,9.64,1:07.61,1.0,9.53,1:17.14,1.0,9.35,1:26.49,1.0,9.48,1:35.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1000m,-1,w,Quarterfinals,1,PEN,4,,,7.0,SCHULTINGSuzanne,8493,NED,"
						PEN
					",,,9.0,4.0,12.98,,4.0,9.58,,4.0,9.34,,4.0,9.21,,4.0,9.61,,3.0,9.65,,2.0,9.54,,5.0,14.66,,5.0,24.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-2018,ISU World Short Track Championships 2018 - Montreal (CAN),1500m,-1,w,Semifinals,1,4,7,,,7.0,SCHULTINGSuzanne,8493,NED,"
						2:31.252 
					",QB,,14.0,5.0,10.64,10.64,6.0,15.78,26.42,7.0,13.28,39.70,7.0,11.95,51.65,7.0,11.33,1:02.98,7.0,11.19,1:14.17,5.0,10.19,1:24.36,6.0,9.93,1:34.29,6.0,9.45,1:43.74,7.0,9.42,1:53.16,7.0,9.32,2:02.48,6.0,9.57,2:12.05,4.0,9.52,2:21.57,4.0,9.68,2:31.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),1500m,-1,m,Quarterfinals,3,1,4,,,8.0,KNEGTSjinkie,7352,NED,"
						2:11.973 
					",Q,,14.0,4.0,8.55,8.55,4.0,11.08,19.63,4.0,10.3,29.93,4.0,10.08,40.01,4.0,9.94,49.95,4.0,9.7,59.65,4.0,9.19,1:08.84,4.0,9.6,1:18.44,4.0,9.06,1:27.50,3.0,8.82,1:36.32,1.0,8.74,1:45.06,1.0,8.74,1:53.80,1.0,8.92,2:02.72,1.0,9.25,2:11.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),500m,2,m,Preliminaries,10,1,3,,,8.0,KNEGTSjinkie,7352,NED,"
						40.918 
					",Q,,5.0,2.0,6.95,6.95,2.0,8.83,15.78,1.0,8.26,24.04,1.0,8.4,32.44,1.0,8.47,40.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),500m,2,m,Heats,6,2,2,,,8.0,KNEGTSjinkie,7352,NED,"
						40.263 
					",Q,,5.0,3.0,6.95,6.95,3.0,8.82,15.77,3.0,8.1,23.87,2.0,8.12,31.99,2.0,8.27,40.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,ISU World Cup 2018/19 - Calgary (CAN),1500m,-1,w,Quarterfinals,1,1,4,,,24.0,SCHULTINGSuzanne,8493,NED,"
						2:31.004 
					",Q,,14.0,5.0,11.22,11.22,5.0,15.4,26.62,2.0,13.05,39.67,2.0,11.79,51.46,2.0,12.06,1:03.52,3.0,10.52,1:14.04,3.0,10.07,1:24.11,3.0,9.85,1:33.96,3.0,9.71,1:43.67,1.0,9.43,1:53.10,1.0,9.05,2:02.15,1.0,9.39,2:11.54,1.0,9.51,2:21.05,1.0,9.95,2:31.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,ISU Shanghai Trophy 2019,1000m,-1,w,Quarterfinals,3,2,2,,,18.0,SCHULTINGSuzanne,8493,NED,"
						1:31.132 
					",Q,,9.0,2.0,13.46,13.46,1.0,10.44,23.90,1.0,10.13,34.03,2.0,9.64,43.67,3.0,9.59,53.26,2.0,9.38,1:02.64,2.0,9.31,1:11.95,2.0,9.41,1:21.36,2.0,9.77,1:31.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,ISU Shanghai Trophy 2019,1000m,-1,w,Semifinals,1,2,2,,,18.0,SCHULTINGSuzanne,8493,NED,"
						1:30.697 
					",QA,,9.0,5.0,13.75,13.75,5.0,10.47,24.22,5.0,9.61,33.83,5.0,9.73,43.56,5.0,9.49,53.05,4.0,9.51,1:02.56,4.0,9.42,1:11.98,2.0,9.0,1:20.98,2.0,9.71,1:30.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,ISU Shanghai Trophy 2019,1000m,-1,m,Heats,3,1,3,,,53.0,SHAOANGLiu,9629,HUN,"
						1:27.813 
					",Q,,9.0,4.0,13.79,13.79,2.0,10.1,23.89,2.0,9.49,33.38,1.0,9.23,42.61,2.0,9.06,51.67,1.0,8.99,1:00.66,1.0,8.73,1:09.39,2.0,9.29,1:18.68,1.0,9.13,1:27.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,ISU Shanghai Trophy 2019,1000m,-1,m,Quarterfinals,1,1,1,,,53.0,SHAOANGLiu,9629,HUN,"
						1:25.417 
					",Q,,9.0,1.0,12.07,12.07,2.0,9.36,21.43,2.0,9.24,30.67,1.0,9.19,39.86,1.0,9.03,48.89,1.0,8.86,57.75,2.0,9.4,1:07.15,1.0,8.86,1:16.01,1.0,9.4,1:25.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,-1,m,Preliminaries,10,2,4,,,8.0,KNEGTSjinkie,7352,NED,"
						41.327 
					",Q,,5.0,4.0,7.21,7.21,3.0,8.88,16.09,3.0,8.33,24.42,3.0,8.32,32.74,2.0,8.58,41.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,-1,m,Quarterfinals,1,1,7,,,8.0,KNEGTSjinkie,7352,NED,"
						2:15.879 
					",Q,,14.0,7.0,9.33,9.33,7.0,11.57,20.90,7.0,10.68,31.58,7.0,10.61,42.19,7.0,10.51,52.70,7.0,10.16,1:02.86,7.0,9.89,1:12.75,7.0,9.82,1:22.57,5.0,9.29,1:31.86,3.0,8.74,1:40.60,1.0,8.63,1:49.23,1.0,8.74,1:57.97,1.0,8.85,2:06.82,1.0,9.05,2:15.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),1500m,-1,m,Semifinals,1,1,5,,,8.0,KNEGTSjinkie,7352,NED,"
						2:11.437 
					",QA,,14.0,5.0,9.25,9.25,5.0,11.96,21.21,1.0,9.52,30.73,1.0,9.66,40.39,1.0,9.91,50.30,2.0,9.62,59.92,2.0,9.43,1:09.35,2.0,9.12,1:18.47,2.0,9.11,1:27.58,3.0,8.85,1:36.43,1.0,8.56,1:44.99,1.0,8.72,1:53.71,1.0,8.77,2:02.48,1.0,8.95,2:11.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,-1,m,Heats,5,2,3,,,8.0,KNEGTSjinkie,7352,NED,"
						40.696 
					",Q,,5.0,2.0,6.91,6.91,2.0,8.88,15.79,2.0,8.18,23.97,2.0,8.26,32.23,2.0,8.46,40.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-2019,ISU World Cup 2018/19 - Salt Lake City (USA),500m,-1,m,Quarterfinals,4,3,3,,,8.0,KNEGTSjinkie,7352,NED,"
						41.149 
					",,,5.0,4.0,7.31,7.31,4.0,8.86,16.17,3.0,8.2,24.37,3.0,8.26,32.63,3.0,8.51,41.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,ISU Shanghai Trophy 2019,1000m,-1,m,Semifinals,2,1,1,,,53.0,SHAOANGLiu,9629,HUN,"
						1:25.859 
					",QA,,9.0,1.0,12.15,12.15,1.0,9.71,21.86,2.0,9.56,31.42,1.0,9.02,40.44,1.0,8.93,49.37,1.0,9.21,58.58,1.0,8.78,1:07.36,1.0,9.27,1:16.63,1.0,9.22,1:25.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,-1,w,Quarterfinals,2,1,5,,,1.0,SCHULTINGSuzanne,8493,NED,"
						2:33.137 
					",Q,,14.0,2.0,10.29,10.29,2.0,14.32,24.61,2.0,13.0,37.61,2.0,12.54,50.15,2.0,12.21,1:02.36,2.0,11.73,1:14.09,2.0,11.78,1:25.87,2.0,11.13,1:37.00,2.0,10.02,1:47.02,2.0,9.52,1:56.54,2.0,9.23,2:05.77,1.0,9.06,2:14.83,1.0,9.04,2:23.87,1.0,9.26,2:33.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,-1,w,Quarterfinals,3,2,5,,,124.0,AriannaFONTANA,6227,ITA,"
						2:33.405 
					",Q,,14.0,1.0,11.25,11.25,4.0,16.0,27.25,4.0,14.21,41.46,5.0,13.74,55.20,5.0,11.12,1:06.32,5.0,10.13,1:16.45,3.0,10.24,1:26.69,4.0,9.73,1:36.42,3.0,9.8,1:46.22,3.0,9.81,1:56.03,2.0,9.52,2:05.55,1.0,9.25,2:14.80,1.0,9.27,2:24.07,2.0,9.33,2:33.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,-1,w,Semifinals,2,2,5,,,124.0,AriannaFONTANA,6227,ITA,"
						2:34.341 
					",QA,,14.0,6.0,12.67,12.67,6.0,15.81,28.48,7.0,15.62,44.10,7.0,13.24,57.34,7.0,10.65,1:07.99,7.0,10.37,1:18.36,7.0,10.06,1:28.42,7.0,9.62,1:38.04,7.0,9.45,1:47.49,4.0,9.4,1:56.89,2.0,9.16,2:06.05,2.0,9.32,2:15.37,2.0,9.45,2:24.82,2.0,9.52,2:34.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1500m,-1,w,Semifinals,3,2,5,,,1.0,SCHULTINGSuzanne,8493,NED,"
						2:19.543 
					",QA,,14.0,3.0,9.55,9.55,2.0,12.85,22.40,3.0,11.22,33.62,4.0,10.56,44.18,5.0,10.14,54.32,3.0,9.75,1:04.07,1.0,9.5,1:13.57,1.0,9.68,1:23.25,1.0,9.68,1:32.93,2.0,9.5,1:42.43,2.0,9.41,1:51.84,2.0,9.23,2:01.07,2.0,9.15,2:10.22,2.0,9.32,2:19.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",500m,2,w,Heats,8,1,4,,,124.0,AriannaFONTANA,6227,ITA,"
						43.308 
					",Q,,5.0,4.0,7.68,7.68,4.0,9.44,17.12,4.0,8.89,26.01,4.0,9.12,35.13,4.0,9.4,44.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",500m,2,w,Semifinals,1,4,2,,,124.0,AriannaFONTANA,6227,ITA,"
						no time 
					",ADA,,5.0,2.0,7.14,,2.0,8.94,,2.0,8.56,,5.0,46.04,1:10.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",500m,2,w,Quarterfinals,4,2,3,,,124.0,AriannaFONTANA,6227,ITA,"
						42.615 
					",Q,,5.0,2.0,7.3,7.30,2.0,9.2,16.50,2.0,8.55,25.05,2.0,8.67,33.72,2.0,8.89,42.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1000m,-1,w,Heats,6,1,5,,,1.0,SCHULTINGSuzanne,8493,NED,"
						1:27.287 
					",Q,,9.0,4.0,13.09,13.09,4.0,9.31,22.40,3.0,9.08,31.48,3.0,9.16,40.64,3.0,9.37,50.01,3.0,9.33,59.34,1.0,9.27,1:08.61,1.0,9.27,1:17.88,1.0,9.4,1:27.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-2020,"ISU World Cup 2019/20 - Salt Lake City, UT (USA)",1000m,-1,w,Quarterfinals,2,2,1,,,1.0,SCHULTINGSuzanne,8493,NED,"
						1:29.321 
					",Q,,9.0,2.0,13.15,13.15,2.0,9.87,23.02,2.0,9.42,32.44,2.0,9.55,41.99,2.0,9.5,51.49,2.0,9.36,1:00.85,2.0,9.49,1:10.34,2.0,9.38,1:19.72,2.0,9.6,1:29.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
